CHP_Cap HP_Cap PV_Cap Boiler_Cap AnnualPV AnnualCHPelec AnnualCHPheat AnnualHPheat AnnualHPelec AnnualBiolerHeat AnnualImport AnnualExport OilConsumption BiomassConsumption DieselCost PetrolCost BiomassCost TotalElectricityExchangeCost TotalVariableCost FixedOperationCosts AdditionalCost InvestmentCost CO2-Emission AnnualCost LoadFollowingCapacity 
1737 1344 5364 7198.0 6.56 10.14 35.51 15.46 4.99 4.81 3.71 9.98 35.99 56.73 3217.0 2761.0 3064.0 -255.0 8871.0 697.0 2769.0 543.1925007111076 5.848 12834.192500711108 0.5012815818381546 
1992 5999 13957 1750.0 17.08 11.33 39.67 16.03 5.17 0.08 3.29 21.08 35.99 56.77 3217.0 2761.0 3065.0 -793.0 8337.0 942.0 2785.0 3610.1925007111076 -0.764 15603.192500711108 0.89234712559502 
1481 1131 5328 8755.0 6.52 8.81 30.85 15.51 5.00 9.42 4.08 8.95 35.99 55.85 3217.0 2761.0 3016.0 -171.0 8904.0 690.0 2771.0 495.19250071110764 6.644 12821.192500711108 0.47711461003295497 
1912 1705 6687 5467.0 8.18 10.98 38.42 15.85 5.11 1.52 3.57 12.16 35.99 56.78 3217.0 2761.0 3066.0 -390.0 8740.0 735.0 2781.0 942.1925007111076 4.512 13144.192500711108 0.5759794946905896 
1930 1778 8217 5177.0 10.06 11.06 38.70 15.93 5.14 1.15 3.49 14.02 35.99 56.72 3217.0 2761.0 3063.0 -497.0 8630.0 775.0 2782.0 1344.1925007111076 3.406 13476.192500711108 0.6411570853167338 
1990 2328 14513 3262.0 17.76 11.32 39.64 16.02 5.17 0.13 3.27 21.74 35.99 56.78 3217.0 2761.0 3066.0 -813.0 8318.0 936.0 2784.0 3039.1925007111076 -1.152 15013.192500711108 0.9157817649212743 
1990 5315 10527 1757.0 12.88 11.32 39.64 16.06 5.18 0.08 3.41 16.98 35.99 56.73 3217.0 2761.0 3063.0 -646.0 8482.0 853.0 2786.0 2601.1925007111076 1.655 14651.192500711108 0.7466129622848774 
1991 5280 12859 1754.0 15.74 11.33 39.65 16.04 5.18 0.08 3.33 19.76 35.99 56.75 3217.0 2761.0 3064.0 -751.0 8378.0 911.0 2787.0 3187.1925007111076 0.012 15192.192500711108 0.845477846942512 
1737 1405 9563 7009.0 11.70 10.14 35.51 15.91 5.13 4.36 3.56 14.82 35.99 56.17 3217.0 2761.0 3033.0 -522.0 8573.0 803.0 2781.0 1623.1925007111076 2.983 13733.192500711108 0.6730135481508605 
1909 1711 13836 5459.0 16.93 10.96 38.37 15.90 5.13 1.50 3.28 20.59 35.99 56.69 3217.0 2761.0 3061.0 -768.0 8358.0 915.0 2781.0 2764.1925007111076 -0.490 14764.192500711108 0.8740388136213841 
1399 1342 5329 8388.0 6.52 8.38 29.34 18.24 5.88 8.20 4.95 8.52 35.99 52.16 3217.0 2761.0 2817.0 -89.0 8786.0 690.0 2846.0 529.1925007111076 7.397 12810.192500711108 0.49322592456975467 
1930 1804 8643 5097.0 10.58 11.06 38.70 16.02 5.17 1.05 3.50 14.51 35.99 56.61 3217.0 2761.0 3057.0 -522.0 8599.0 785.0 2786.0 1457.1925007111076 3.124 13571.192500711108 0.6594653972903698 
1903 1709 5329 5486.0 6.52 10.94 38.27 15.96 5.15 1.54 3.71 10.56 35.99 56.60 3217.0 2761.0 3057.0 -291.0 8830.0 701.0 2784.0 597.1925007111076 5.511 12858.192500711108 0.5225192237275723 
1990 5549 8560 1757.0 10.48 11.32 39.64 16.06 5.18 0.08 3.49 14.66 35.99 56.73 3217.0 2761.0 3063.0 -534.0 8594.0 805.0 2786.0 2146.1925007111076 3.037 14260.192500711108 0.6645917246429879 
1909 1711 13540 5459.0 16.57 10.96 38.37 15.90 5.13 1.50 3.29 20.24 35.99 56.69 3217.0 2761.0 3061.0 -756.0 8369.0 907.0 2781.0 2688.1925007111076 -0.282 14691.192500711108 0.8615891614793115 
1912 1705 6468 5467.0 7.92 10.98 38.42 15.85 5.11 1.52 3.58 11.91 35.99 56.78 3217.0 2761.0 3066.0 -375.0 8755.0 730.0 2781.0 887.1925007111076 4.666 13099.192500711108 0.5671915049432442 
1933 1776 12080 5173.0 14.78 11.07 38.75 15.89 5.12 1.14 3.32 18.60 35.99 56.78 3217.0 2761.0 3066.0 -705.0 8426.0 871.0 2781.0 2328.1925007111076 0.678 14351.192500711108 0.8026363969242037 
1911 1705 8109 5470.0 9.92 10.97 38.40 15.86 5.11 1.52 3.49 13.82 35.99 56.76 3217.0 2761.0 3065.0 -486.0 8643.0 771.0 2780.0 1304.1925007111076 3.518 13444.192500711108 0.6338337605272795 
1930 1817 8832 5057.0 10.81 11.06 38.70 16.07 5.18 1.01 3.50 14.73 35.99 56.55 3217.0 2761.0 3054.0 -533.0 8585.0 790.0 2787.0 1508.1925007111076 3.000 13614.192500711108 0.6675210545587698 
1990 4149 7160 1757.0 8.76 11.32 39.64 16.06 5.18 0.08 3.56 13.02 35.99 56.73 3217.0 2761.0 3063.0 -442.0 8686.0 762.0 2785.0 1512.1925007111076 4.020 13674.192500711108 0.6071036250457708 
1912 1705 14575 5467.0 17.84 10.98 38.42 15.85 5.11 1.52 3.24 21.49 35.99 56.78 3217.0 2761.0 3066.0 -796.0 8334.0 933.0 2781.0 2951.1925007111076 -1.028 14945.192500711108 0.905529110216038 
1908 1707 13408 5475.0 16.41 10.96 38.35 15.90 5.13 1.53 3.29 20.08 35.99 56.70 3217.0 2761.0 3062.0 -751.0 8374.0 904.0 2781.0 2654.1925007111076 -0.188 14659.192500711108 0.855730501647748 
1909 1705 5414 5477.0 6.63 10.96 38.37 15.88 5.12 1.53 3.67 10.68 35.99 56.73 3217.0 2761.0 3063.0 -300.0 8827.0 704.0 2781.0 618.1925007111076 5.420 12876.192500711108 0.5254485536433541 
1971 2012 9230 4309.0 11.30 11.24 39.34 16.00 5.16 0.43 3.45 15.37 35.99 56.74 3217.0 2761.0 3064.0 -570.0 8559.0 802.0 2785.0 1641.1925007111076 2.604 13728.192500711108 0.6891248626876603 
1990 5519 14374 1757.0 17.59 11.32 39.64 16.06 5.18 0.08 3.29 21.57 35.99 56.73 3217.0 2761.0 3063.0 -807.0 8321.0 950.0 2786.0 3621.1925007111076 -1.046 15607.192500711108 0.9102892713291835 
1988 5793 13748 1764.0 16.83 11.32 39.60 16.09 5.19 0.08 3.32 20.81 35.99 56.68 3217.0 2761.0 3061.0 -783.0 8342.0 936.0 2788.0 3516.1925007111076 -0.596 15511.192500711108 0.8835591358476749 
1933 1785 9855 5145.0 12.06 11.07 38.75 15.92 5.14 1.11 3.41 15.96 35.99 56.74 3217.0 2761.0 3064.0 -596.0 8532.0 816.0 2781.0 1763.1925007111076 2.246 13836.192500711108 0.7092640058586599 
1992 5728 11144 1750.0 13.64 11.33 39.67 16.03 5.17 0.08 3.38 17.72 35.99 56.77 3217.0 2761.0 3065.0 -677.0 8453.0 870.0 2786.0 2840.1925007111076 1.212 14878.192500711108 0.7726107652874404 
1983 2572 12361 2531.0 15.13 11.29 39.53 16.16 5.21 0.09 3.38 19.13 35.99 56.58 3217.0 2761.0 3056.0 -726.0 8394.0 884.0 2789.0 2531.1925007111076 0.403 14531.192500711108 0.824240205053094 
1992 4640 11181 1750.0 13.68 11.33 39.67 16.03 5.17 0.08 3.38 17.77 35.99 56.77 3217.0 2761.0 3065.0 -679.0 8451.0 865.0 2785.0 2633.1925007111076 1.186 14663.192500711108 0.774441596484804 
1907 1697 7040 5509.0 8.62 10.95 38.34 15.87 5.12 1.57 3.56 12.55 35.99 56.74 3217.0 2761.0 3064.0 -413.0 8715.0 744.0 2781.0 1031.1925007111076 4.281 13217.192500711108 0.5898938117905529 
1990 4972 10847 1757.0 13.28 11.32 39.64 16.06 5.18 0.08 3.40 17.36 35.99 56.73 3217.0 2761.0 3063.0 -662.0 8466.0 859.0 2787.0 2614.1925007111076 1.431 14655.192500711108 0.7601611131453679 
1990 5991 13790 1757.0 16.88 11.32 39.64 16.06 5.18 0.08 3.31 20.87 35.99 56.73 3217.0 2761.0 3063.0 -786.0 8342.0 938.0 2787.0 3566.1925007111076 -0.636 15562.192500711108 0.8853899670450385 
1983 2572 12274 2531.0 15.02 11.29 39.53 16.16 5.21 0.09 3.38 19.03 35.99 56.58 3217.0 2761.0 3056.0 -722.0 8398.0 882.0 2788.0 2509.1925007111076 0.464 14510.192500711108 0.8205785426583669 
1990 2515 10048 2683.0 12.30 11.32 39.64 16.05 5.18 0.09 3.42 16.41 35.99 56.73 3217.0 2761.0 3064.0 -621.0 8508.0 826.0 2786.0 1932.1925007111076 1.991 13985.192500711108 0.7261076528744049 
1931 1775 9755 5183.0 11.94 11.06 38.72 15.91 5.13 1.15 3.41 15.83 35.99 56.75 3217.0 2761.0 3065.0 -590.0 8539.0 813.0 2781.0 1736.1925007111076 2.319 13814.192500711108 0.7045038447455145 
1988 4987 13327 1764.0 16.31 11.32 39.60 16.09 5.19 0.08 3.33 20.31 35.99 56.68 3217.0 2761.0 3061.0 -768.0 8358.0 921.0 2787.0 3248.1925007111076 -0.301 15243.192500711108 0.8656169901135116 
1987 5884 7745 1768.0 9.48 11.31 39.59 16.10 5.19 0.09 3.55 13.69 35.99 56.66 3217.0 2761.0 3060.0 -479.0 8645.0 786.0 2787.0 2005.1925007111076 3.625 14152.192500711108 0.6312705968509703 
1990 4008 12636 1757.0 15.46 11.32 39.64 16.06 5.18 0.08 3.34 19.49 35.99 56.73 3217.0 2761.0 3063.0 -741.0 8387.0 898.0 2786.0 2878.1925007111076 0.174 14878.192500711108 0.8359575247162211 
1912 1705 6687 5467.0 8.18 10.98 38.42 15.85 5.11 1.52 3.57 12.16 35.99 56.78 3217.0 2761.0 3066.0 -390.0 8740.0 735.0 2781.0 942.1925007111076 4.512 13144.192500711108 0.5759794946905896 
1912 1713 7205 5442.0 8.82 10.98 38.42 15.88 5.12 1.48 3.55 12.76 35.99 56.73 3217.0 2761.0 3064.0 -425.0 8703.0 748.0 2782.0 1076.1925007111076 4.155 13255.192500711108 0.5972171365800073 
1990 5315 12421 1757.0 15.20 11.32 39.64 16.06 5.18 0.08 3.34 19.24 35.99 56.73 3217.0 2761.0 3063.0 -732.0 8395.0 900.0 2785.0 3083.1925007111076 0.325 15092.192500711108 0.8268033687294031 
1912 1705 7745 5467.0 9.48 10.98 38.42 15.85 5.11 1.52 3.51 13.40 35.99 56.78 3217.0 2761.0 3066.0 -462.0 8668.0 762.0 2781.0 1212.1925007111076 3.769 13369.192500711108 0.6191871109483706 
1336 969 5331 9764.0 6.52 8.05 28.18 14.44 4.66 13.16 4.11 8.57 35.99 56.71 3217.0 2761.0 3062.0 -147.0 8973.0 686.0 2741.0 468.19250071110764 6.882 12833.192500711108 0.46429879165140975 
1910 1713 14357 5449.0 17.57 10.97 38.39 15.90 5.13 1.49 3.27 21.22 35.99 56.70 3217.0 2761.0 3062.0 -787.0 8339.0 928.0 2782.0 2897.1925007111076 -0.859 14892.192500711108 0.8967411204686928 
1737 1344 8181 7198.0 10.01 10.14 35.51 15.46 4.99 4.81 3.51 13.22 35.99 56.73 3217.0 2761.0 3064.0 -447.0 8679.0 768.0 2769.0 1261.1925007111076 3.870 13431.192500711108 0.6125961186378617 
1988 2294 12704 3375.0 15.55 11.32 39.60 16.03 5.17 0.14 3.33 19.57 35.99 56.76 3217.0 2761.0 3065.0 -744.0 8386.0 891.0 2786.0 2573.1925007111076 0.126 14572.192500711108 0.8385206883925302 
1910 1712 6169 5452.0 7.55 10.97 38.39 15.90 5.13 1.49 3.62 11.55 35.99 56.71 3217.0 2761.0 3062.0 -353.0 8773.0 722.0 2782.0 812.1925007111076 4.891 13035.192500711108 0.5554741852801173 
1990 2515 10232 2683.0 12.52 11.32 39.64 16.05 5.18 0.09 3.42 16.63 35.99 56.73 3217.0 2761.0 3064.0 -631.0 8498.0 830.0 2786.0 1979.1925007111076 1.861 14026.192500711108 0.7341633101428048 
1909 1711 14741 5459.0 18.04 10.96 38.37 15.90 5.13 1.50 3.26 21.68 35.99 56.69 3217.0 2761.0 3061.0 -800.0 8326.0 937.0 2781.0 2994.1925007111076 -1.125 14984.192500711108 0.9132186012449651 
1983 2599 12627 2447.0 15.45 11.29 39.53 16.16 5.21 0.09 3.37 19.45 35.99 56.58 3217.0 2761.0 3055.0 -737.0 8383.0 891.0 2788.0 2603.1925007111076 0.217 14597.192500711108 0.8355913584767485 
1990 4008 12772 1757.0 15.63 11.32 39.64 16.06 5.18 0.08 3.33 19.66 35.99 56.73 3217.0 2761.0 3063.0 -747.0 8381.0 902.0 2785.0 2913.1925007111076 0.079 14910.192500711108 0.8418161845477848 
